股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
DRS,US,"Leonardo DRS, Inc. - Common Stock",Aerospace & Defense,通用,ROE、现金流、资产负债率,39.45,4.05,11.2%,5.4%,131500000.00,39.1%,27.6%,43.00,未分红/不适用,10.6%,4,6,80,Medium,低,警惕,85,商誉占比偏高；数据质量为Medium，筛选结果置信度中等
DRTS,US,Alpha Tau Medical Ltd. - Ordinary Shares,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,12.12,-43.1%,11.6%,-25979750.00,27.0%,-,-121.50,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DRUG,US,Bright Minds Biosciences Inc. - common stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,9.63,-79.8%,57.6%,-,2.8%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,5,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DRVN,US,Driven Brands Holdings Inc. - Common Stock,Auto & Truck Dealerships,通用,ROE、现金流、资产负债率,-,2.69,-31.8%,41.0%,-131082500.00,88.5%,26.7%,-1.02,未分红/不适用,16.8%,4,0,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DSGN,US,"Design Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.00,-24.2%,6.1%,-52261750.00,6.1%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DSGR,US,"Distribution Solutions Group, Inc. - Common Stock",Industrial Distribution,通用,ROE、现金流、资产负债率,224.00,1.92,0.0%,1.5%,30773000.00,62.9%,26.8%,1.35,未分红/不适用,19.8%,4,6,80,Medium,低,排除,0,10年净利润波动较大；长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DSGX,US,The Descartes Systems Group Inc. - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,36.24,3.60,9.8%,0.5%,215371500.00,14.6%,54.1%,225.50,未分红/不适用,14.5%,4,6,80,Medium,低,排除,60,商誉占比过高；数据质量为Medium，筛选结果置信度中等
DSP,US,Viant Technology Inc. - common stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,26.24,2.25,-2.6%,13.2%,20064250.00,39.2%,4.0%,-,未分红/不适用,20.4%,4,6,80,Medium,中,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DSWL,US,"Deswell Industries, Inc. - Common Shares",Electronic Components,科技,营收增长、自由现金流、研发投入效率,4.29,0.49,7.6%,3.7%,9137000.00,15.0%,-,-,未分红/不适用,-7.7%,4,0,80,Medium,低,警惕,70,科技公司营收增长转负；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
DSY,US,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,Household & Personal Products,消费,ROE、毛利率稳定性、分红稳定性,-,-1.29,-128.0%,252.7%,-715570.33,-,-,-,未分红/不适用,94.3%,3,6,60,Medium,未知,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DTCX,US,"Datacentrex, Inc. - Common Stock",Financial Data & Stock Exchanges,通用,ROE、现金流、资产负债率,-,1.03,-12.8%,-,-35985755.00,0.9%,-,-59.38,未分红/不适用,-,1,0,20,Low,低,数据不足,0,长期ROE低于5%；利息覆盖倍数过低；数据年数不足，无法进行可靠筛选
DTI,US,Drilling Tools International Corporation  - Common Stock,Oil & Gas Equipment & Services,周期,利润波动、ROE波动、资本开支周期,-,0.89,14.8%,20.5%,-12468250.00,44.7%,6.6%,0.43,未分红/不适用,7.2%,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DTIL,US,"Precision BioSciences, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.02,-136.7%,150.2%,-65181750.00,40.3%,-,-31.78,未分红/不适用,10.9%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DTSS,US,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,2.62,1159.2%,2442.1%,-5622311.25,56.3%,-,-,未分红/不适用,61.3%,4,6,80,Medium,低,排除,15,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DTST,US,Data Storage Corporation - Common Stock,Information Technology Services,科技,营收增长、自由现金流、研发投入效率,-,0.80,7.1%,29.0%,356031.50,5.4%,-,-,未分红/不适用,-61.3%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DUO,US,Fangdd Network Group Ltd. - Class A Ordinary Shares,Real Estate Services,地产,净负债率、现金短债比、资产负债率,-,0.59,-164.1%,176.7%,-119569750.00,47.6%,-,-,未分红/不适用,-28.9%,4,0,80,Medium,低,排除,0,地产需补充净负债率/现金短债比专项数据；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DUOL,US,"Duolingo, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,12.61,3.71,8.2%,17.5%,202064750.00,32.4%,1.8%,-,未分红/不适用,41.1%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DUOT,US,"Duos Technologies Group, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,3.60,-218.8%,189.8%,-15292870.25,23.4%,-,-21.39,未分红/不适用,21.6%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DVLT,US,Datavault AI Inc. - Common Stock,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,1.26,274.3%,409.8%,-18520750.00,13.4%,7.0%,-,未分红/不适用,126.5%,4,6,80,Medium,低,排除,15,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DWSN,US,Dawson Geophysical Company - Common Stock,Oil & Gas Equipment & Services,周期,利润波动、ROE波动、资本开支周期,-,8.08,-28.2%,12.7%,-1047500.00,71.8%,-,-2.61,未分红/不适用,13.6%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DWTX,US,"Dogwood Therapeutics, Inc.  - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.71,-92.8%,71.4%,-,16.9%,13.8%,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DXCM,US,"DexCom, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,26.86,8.17,25.0%,6.3%,631125000.00,56.7%,0.4%,60.48,未分红/不适用,17.0%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
DXLG,US,"Destination XL Group, Inc. - Common Stock",Apparel Retail,消费,ROE、毛利率稳定性、分红稳定性,-,0.35,13.1%,40.8%,16584000.00,70.5%,-,-,未分红/不适用,-7.3%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；资产负债率偏高；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DXPE,US,"DXP Enterprises, Inc. - Common Stock",Industrial Distribution,通用,ROE、现金流、资产负债率,27.76,4.50,16.4%,2.2%,56514500.00,70.4%,29.3%,2.97,未分红/不适用,10.8%,4,6,80,Medium,中,警惕,40,资产负债率偏高；商誉占比偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DXST,US,Decent Holding Inc. - Class A Ordinary Shares,Waste Management,通用,ROE、现金流、资产负债率,-,0.15,35.1%,29.2%,-334403.00,55.0%,-,-,未分红/不适用,53.3%,4,6,80,Medium,低,排除,30,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DYAI,US,"Dyadic International, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,20.88,-259.0%,234.6%,-,87.6%,-,-15.15,未分红/不适用,-25.1%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DYN,US,"Dyne Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.97,-105.3%,102.5%,-266065250.00,18.1%,-,-71.06,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DYNC,US,Dynamix Corporation - Class A Ordinary Share,Shell Companies,通用,ROE、现金流、资产负债率,-,-8.87,-9.0%,-,-,15.7%,-,-,未分红/不适用,-,1,3,20,Low,低,数据不足,0,PB低但近5年出现亏损；长期ROE低于5%；数据年数不足，无法进行可靠筛选
DYOR,US,Insight Digital Partners II - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,-,-40.85,-,-,-,4.0%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,数据年数不足，无法进行可靠筛选
EA,US,Electronic Arts Inc. - Common Stock,Electronic Gaming & Multimedia,科技,营收增长、自由现金流、研发投入效率,57.09,7.41,14.0%,3.8%,1757000000.00,-,-,-,未分红/不适用,2.2%,4,6,80,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
EBAY,US,eBay Inc. - Common Stock,Internet Retail,科技,营收增长、自由现金流、研发投入效率,26.43,11.13,25.2%,33.3%,1791250000.00,73.8%,25.4%,10.38,未分红/不适用,4.3%,4,6,80,Medium,中,警惕,25,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
EBC,US,"Eastern Bankshares, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.66,1.00,5.3%,3.1%,289537500.00,85.8%,3.7%,-,未分红/不适用,3.8%,4,6,80,Medium,中,排除,15,银行需补充不良率/拨备/资本充足率专项数据；长期ROE偏低但PE不低；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
EBMT,US,"Eagle Bancorp Montana, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.91,0.89,6.5%,1.0%,15777500.00,90.9%,1.6%,-,未分红/不适用,1.0%,4,6,80,Medium,中,排除,15,银行需补充不良率/拨备/资本充足率专项数据；长期ROE偏低但PE不低；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
EBON,US,Ebang International Holdings Inc. - Class A Ordinary Shares,Computer Hardware,科技,营收增长、自由现金流、研发投入效率,-,0.05,-10.1%,3.9%,-16916257.00,4.6%,0.0%,-,未分红/不适用,-41.3%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ECBK,US,"ECB Bancorp, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,15.52,0.90,2.8%,1.2%,7206750.00,89.3%,-,-,未分红/不适用,9.9%,4,6,80,Medium,中,排除,0,银行需补充不良率/拨备/资本充足率专项数据；长期ROE低于5%；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ECOR,US,"electroCore, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,-8.99,69.2%,501.4%,-11563500.00,109.2%,-,-22.67,未分红/不适用,55.1%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ECPG,US,Encore Capital Group Inc - Common Stock,Credit Services,通用,ROE、现金流、资产负债率,6.21,1.77,0.6%,24.3%,122319500.00,81.7%,10.0%,2.20,未分红/不适用,8.1%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ECX,US,ECARX Holdings Inc. - Class A Ordinary shares,Auto Parts,通用,ROE、现金流、资产负债率,-,-1.42,244.2%,369.6%,-113357900.91,142.8%,0.6%,-1.85,未分红/不适用,18.0%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
EDBL,US,Edible Garden AG Incorporated - Common Stock,Farm Products,通用,ROE、现金流、资产负债率,-,-0.07,925.0%,1780.4%,-10508000.00,39.3%,-,-11.18,未分红/不适用,3.5%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
EDHL,US,Everbright Digital Holding Limited - Ordinary Shares,Advertising Agencies,通用,ROE、现金流、资产负债率,-,0.91,62.4%,41.3%,8778.67,20.4%,-,-,未分红/不适用,84.1%,3,0,60,Medium,低,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
